State,County,Trump Percent, Harris Percent
New-Hampshire,Warren,63,35.8
New-Hampshire,Washington,58.1,39.6
New-Hampshire,Waterville,38.1,59.6
New-Hampshire,Weare,60.2,38.4
New-Hampshire,Webster,56.1,42.7
New-Hampshire,Wentworth,64.5,33.3
New-Hampshire,Wentworth's Location,73.9,26.1
New-Hampshire,Westmoreland,44.6,54.7
New-Hampshire,Whitefield,51.4,46.5
New-Hampshire,Wilmot,39,59.4
New-Hampshire,Wilton,48,50.1
New-Hampshire,Winchester,54.9,43.7
New-Hampshire,Windham,55.1,43.4
New-Hampshire,Windsor,77.3,22.7
New-Hampshire,Wolfeboro,49.3,49.4
New-Hampshire,Woodstock,46.6,51.3
New-Jersey,Atlantic,51,47.1
New-Jersey,Bergen,47.1,50.5
New-Jersey,Burlington,40.9,57.4
New-Jersey,Camden,35.4,62.8
New-Jersey,Cape May,58.7,39.5
New-Jersey,Cumberland,51.3,47.5
New-Jersey,Essex,26.8,71.7
New-Jersey,Gloucester,50.4,47.6
New-Jersey,Hudson,34.4,62.3
New-Jersey,Hunterdon,52.2,45.5
New-Jersey,Mercer,32,65.6
New-Jersey,Middlesex,44.3,52.3
New-Jersey,Monmouth,54.6,43.2
New-Jersey,Morris,50.1,47.4
New-Jersey,Ocean,67.2,31.3
New-Jersey,Passaic,49.6,46.8
New-Jersey,Salem,59,39.4
New-Jersey,Somerset,41.8,55.2
New-Jersey,Sussex,61.6,36.3
New-Jersey,Union,36.8,60.9
New-Jersey,Warren,59.4,38.5
New-Mexico,Bernalillo,38.2,59.2
New-Mexico,Catron,74.4,24.3
New-Mexico,Chaves,71.6,26.8
New-Mexico,Cibola,48,49.6
New-Mexico,Colfax,55.9,41.9
New-Mexico,Curry,70.4,27.8
New-Mexico,DeBaca,74.9,23.8
New-Mexico,Dona Ana,44,53.8
New-Mexico,Eddy,77.3,21.4
New-Mexico,Grant,46.3,51.3
New-Mexico,Guadalupe,49,49.7
New-Mexico,Harding,69.9,30.1
New-Mexico,Hidalgo,61.3,37.9
New-Mexico,Lea,80.1,18.5
New-Mexico,Lincoln,68.3,29.8
New-Mexico,Los Alamos,33.2,63.4
New-Mexico,Luna,58.3,39.4
New-Mexico,McKinley,36.2,60.7
New-Mexico,Mora,40.7,58
New-Mexico,Otero,62.4,35.4
New-Mexico,Quay,69.5,28.5
New-Mexico,Rio Arriba,39.2,58.6
New-Mexico,Roosevelt,70.6,27.4
New-Mexico,San Juan,64.7,33
New-Mexico,San Miguel,35,62.9
New-Mexico,Sandoval,46,51.8
New-Mexico,Santa Fe,24.4,73.3
New-Mexico,Sierra,58.3,39.2
New-Mexico,Socorro,50.5,46.8
New-Mexico,Taos,24.9,72.4
New-Mexico,Torrance,68,29.9
New-Mexico,Union,75,22.7
New-Mexico,Valencia,57.3,40.9
New-York,Albany,36.9,63.1
New-York,Allegany,71.3,27.5
New-York,Bronx,27.3,72.7
New-York,Brooklyn,28.4,71.6
New-York,Broome,49.8,50.2
New-York,Cattaraugus,66.5,33.5
New-York,Cayuga,56.2,43.1
New-York,Chautauqua,61.2,38.8
New-York,Chemung,58.2,41
New-York,Chenango,63.2,36
New-York,Clinton,51.1,48.9
New-York,Columbia,42.6,57.4
New-York,Cortland,53.3,46.7
New-York,Delaware,59.5,39.5
New-York,Dutchess,47.3,51.7
New-York,Erie,44.6,54
New-York,Essex,50.2,49.8
New-York,Franklin,54.6,45.4
New-York,Fulton,68,32
New-York,Genesee,67.1,32.9
New-York,Greene,58.2,40.7
New-York,Hamilton,65.4,34.6
New-York,Herkimer,68.6,31.4
New-York,Jefferson,61.6,37.7
New-York,Lewis,73.9,26.1
New-York,Livingston,60.2,39
New-York,Madison,56.3,42.6
New-York,Manhattan,17.3,80.8
New-York,Monroe,40.4,58.5
New-York,Montgomery,64.7,35.3
New-York,Nassau,52.1,47.9
New-York,Niagara,57.7,42.3
New-York,Oneida,60.2,39
New-York,Onondaga,41.4,58.6
New-York,Ontario,50.6,49.4
New-York,Orange,54.1,45.1
New-York,Orleans,69.9,29.4
New-York,Oswego,62.1,37.9
New-York,Otsego,53.4,45.5
New-York,Putnam,56.8,43.2
New-York,Queens,38,62
New-York,Rensselaer,48.9,49.9
New-York,Rockland,55.9,44.1
New-York,Saratoga,48.9,50.1
New-York,Schenectady,44.4,54.4
New-York,Schoharie,65.5,34.5
New-York,Schuyler,60.5,39.5
New-York,Seneca,56.3,43.7
New-York,St. Lawrence,58.7,40.8
New-York,Staten Island,65.4,34.6
New-York,Steuben,66.1,33.9
New-York,Suffolk,55,44.2
New-York,Sullivan,58.1,41.3
New-York,Tioga,61.5,38.5
New-York,Tompkins,24.9,73.2
New-York,Ulster,40.2,58.4
New-York,Warren,51.6,47.4
New-York,Washington,60.6,39.4
New-York,Wayne,61.8,38.2
New-York,Westchester,36.9,63.1
New-York,Wyoming,73.8,26.2
New-York,Yates,58.5,41.5
North-Carolina,Alamance,53.4,45.2
North-Carolina,Alexander,79.3,19.6
North-Carolina,Alleghany,75.4,23.6
North-Carolina,Anson,50.8,48.3
North-Carolina,Ashe,71.5,27.3
North-Carolina,Avery,75.7,23.4
North-Carolina,Beaufort,65.1,34.1
North-Carolina,Bertie,41.8,57.5
North-Carolina,Bladen,59.9,39.5
North-Carolina,Brunswick,61.9,37.1
North-Carolina,Buncombe,36.8,61.5
North-Carolina,Burke,70.1,29
North-Carolina,Cabarrus,53,45.3
North-Carolina,Caldwell,75.8,23.3
North-Carolina,Camden,74.8,24.1
North-Carolina,Carteret,71,28
North-Carolina,Caswell,61.8,37.3
North-Carolina,Catawba,68.4,30.5
North-Carolina,Chatham,43,55.5
North-Carolina,Cherokee,77.9,20.7
North-Carolina,Chowan,60.7,38.3
North-Carolina,Clay,74.5,24.6
North-Carolina,Cleveland,67,32.1
North-Carolina,Columbus,66.6,32.8
North-Carolina,Craven,59.6,39.2
North-Carolina,Cumberland,42.6,56
North-Carolina,Currituck,73.3,25.5
North-Carolina,Dare,58.7,40
North-Carolina,Davidson,72.7,25.8
North-Carolina,Davie,72.3,26
North-Carolina,Duplin,64.1,35.2
North-Carolina,Durham,18.2,79.9
North-Carolina,Edgecombe,38.3,60.9
North-Carolina,Forsyth,42.6,55.8
North-Carolina,Franklin,56.1,42.6
North-Carolina,Gaston,61.9,36.9
North-Carolina,Gates,60.3,38.7
North-Carolina,Graham,81.3,17.6
North-Carolina,Granville,54.1,44.7
North-Carolina,Greene,58.8,40.7
North-Carolina,Guilford,38.3,60
North-Carolina,Halifax,40.8,58.5
North-Carolina,Harnett,61.9,36.8
North-Carolina,Haywood,61.8,36.8
North-Carolina,Henderson,56.4,42
North-Carolina,Hertford,36.2,62.9
North-Carolina,Hoke,46.3,52.3
North-Carolina,Hyde,60.5,38.5
North-Carolina,Iredell,65.7,33.1
North-Carolina,Jackson,53.8,44.4
North-Carolina,Johnston,60.1,38.6
North-Carolina,Jones,62.4,36.7
North-Carolina,Lee,58.1,40.7
North-Carolina,Lenoir,53,46.2
North-Carolina,Lincoln,72.3,26.7
North-Carolina,Macon,68.3,30.4
North-Carolina,Madison,60.8,37.4
North-Carolina,Martin,54.8,44.5
North-Carolina,McDowell,74.1,25
North-Carolina,Mecklenburg,32.5,65.2
North-Carolina,Mitchell,77.4,21.7
North-Carolina,Montgomery,68.5,30.7
North-Carolina,Moore,64.1,34.7
North-Carolina,Nash,50.4,48.6
North-Carolina,New Hanover,49,49.6
North-Carolina,Northampton,42.4,56.9
North-Carolina,Onslow,67.3,31.4
North-Carolina,Orange,23.7,74.6
North-Carolina,Pamlico,65.6,33.6
North-Carolina,Pasquotank,51.8,46.9
North-Carolina,Pender,66.9,32
North-Carolina,Perquimans,68.8,29.6
North-Carolina,Person,61.3,37.6
North-Carolina,Pitt,46.4,52.3
North-Carolina,Polk,62.1,36.9
North-Carolina,Randolph,78.1,21
North-Carolina,Richmond,60,39.2
North-Carolina,Robeson,63.4,35.8
North-Carolina,Rockingham,67.4,31.6
North-Carolina,Rowan,67.4,31.6
North-Carolina,Rutherford,73.4,25.7
North-Carolina,Sampson,64.5,34.7
North-Carolina,Scotland,53.1,46.2
North-Carolina,Stanly,75,24.2
North-Carolina,Stokes,79.3,19.8
North-Carolina,Surry,76.2,23
North-Carolina,Swain,61.1,37.5
North-Carolina,Transylvania,55.3,43.2
North-Carolina,Tyrrell,60.2,38.7
North-Carolina,Union,61.9,36.7
North-Carolina,Vance,42.9,56.2
North-Carolina,Wake,36.2,61.7
North-Carolina,Warren,39.7,58.6
North-Carolina,Washington,46.6,52.8
North-Carolina,Watauga,46.1,52
North-Carolina,Wayne,57.7,41.3
North-Carolina,Wilkes,79.3,19.8
North-Carolina,Wilson,49.3,49.7
North-Carolina,Yadkin,80.6,18.3
North-Carolina,Yancey,66.6,32.2
North-Dakota,Adams,80.1,17.9
North-Dakota,Barnes,66.1,31.1
North-Dakota,Benson,58.1,39.7
North-Dakota,Billings,83.9,14.4
North-Dakota,Bottineau,76.2,21.3
North-Dakota,Bowman,85.5,12.8
North-Dakota,Burke,86.1,12.3
North-Dakota,Burleigh,70,27.2
North-Dakota,Cass,52.7,44.4
North-Dakota,Cavalier,73.5,24.7
North-Dakota,Dickey,74.6,22.7
North-Dakota,Divide,76.1,21.1
North-Dakota,Dunn,83.7,14.8
North-Dakota,Eddy,71.5,26.2
North-Dakota,Emmons,87.9,10.6
North-Dakota,Foster,77.9,19.7
North-Dakota,Golden Valley,85.5,12.3
North-Dakota,Grand Forks,57.7,39.7
North-Dakota,Grant,82.4,15.7
North-Dakota,Griggs,74.7,23.4
North-Dakota,Hettinger,83.4,14.7
North-Dakota,Kidder,81.3,17
North-Dakota,LaMoure,76,21.3
North-Dakota,Logan,86.9,11.3
North-Dakota,McHenry,80.8,17.4
North-Dakota,McIntosh,81.4,16.5
North-Dakota,McKenzie,83.8,14.7
North-Dakota,McLean,78,20.2
North-Dakota,Mercer,83.4,14.8
North-Dakota,Morton,75.4,22
North-Dakota,Mountrail,70.6,27.6
North-Dakota,Nelson,64.8,32.9
North-Dakota,Oliver,83.6,14.4
North-Dakota,Pembina,75.5,22.6
North-Dakota,Pierce,75.8,22.3
North-Dakota,Ramsey,68.9,28.9
North-Dakota,Ransom,62.7,34.7
North-Dakota,Renville,82.2,14.8
North-Dakota,Richland,67.5,29.9
North-Dakota,Rolette,35,63
North-Dakota,Sargent,64.9,32.5
North-Dakota,Sheridan,85.1,13.3
North-Dakota,Sioux,29.9,68.6
North-Dakota,Slope,90.2,8.5
North-Dakota,Stark,81.6,16.4
North-Dakota,Steele,61.3,36.2
North-Dakota,Stutsman,70.9,26.6
North-Dakota,Towner,71.5,25.9
North-Dakota,Traill,64.4,33
North-Dakota,Walsh,70.9,26.1
North-Dakota,Ward,72.3,25.3
North-Dakota,Wells,80.6,18
North-Dakota,Williams,82.7,15.1
Ohio,Adams,82.6,16.9
Ohio,Allen,71.4,27.4
Ohio,Ashland,74.5,24.5
Ohio,Ashtabula,63.6,35.3
Ohio,Athens,44,54.6
Ohio,Auglaize,81.7,17.3
Ohio,Belmont,73.3,26
Ohio,Brown,80.3,18.9
Ohio,Butler,62.7,36.4
Ohio,Carroll,76.9,22.2
Ohio,Champaign,74.7,24.1
Ohio,Clark,64.1,34.7
Ohio,Clermont,67.3,31.6
Ohio,Clinton,76.7,22.2
Ohio,Columbiana,74,25.1
Ohio,Coshocton,75.4,23.6
Ohio,Crawford,75.9,23.1
Ohio,Cuyahoga,33.9,65.4
Ohio,Darke,82.2,16.9
Ohio,Defiance,69.3,29.5
Ohio,Delaware,52.8,46.2
Ohio,Erie,56.4,42.3
Ohio,Fairfield,61.6,37.5
Ohio,Fayette,76.9,22.1
Ohio,Franklin,35.1,63.4
Ohio,Fulton,70.7,28.3
Ohio,Gallia,79.2,19.9
Ohio,Geauga,61.4,37.4
Ohio,Greene,59.3,39.5
Ohio,Guernsey,75.6,23.6
Ohio,Hamilton,42.1,57
Ohio,Hancock,68.7,30.2
Ohio,Hardin,76.9,22.2
Ohio,Harrison,77,22.1
Ohio,Henry,72.8,26.1
Ohio,Highland,81.4,18.1
Ohio,Hocking,71.6,27.4
Ohio,Holmes,84,15
Ohio,Huron,71.4,27.6
Ohio,Jackson,78.7,20.6
Ohio,Jefferson,71.2,27.4
Ohio,Knox,71.8,27
Ohio,Lake,56.6,42.3
Ohio,Lawrence,74.7,24.3
Ohio,Licking,64.3,34.4
Ohio,Logan,77.5,21.4
Ohio,Lorain,52.3,46.6
Ohio,Lucas,43.1,55.6
Ohio,Madison,71.1,27.6
Ohio,Mahoning,54.4,44.9
Ohio,Marion,70.2,28.9
Ohio,Medina,61.8,37.1
Ohio,Meigs,78.1,21.2
Ohio,Mercer,82.9,16.3
Ohio,Miami,71.9,26.9
Ohio,Monroe,79.3,19.7
Ohio,Montgomery,49.1,49.6
Ohio,Morgan,76.1,23
Ohio,Morrow,77.3,21.7
Ohio,Muskingum,71.4,27.6
Ohio,Noble,81.8,17.3
Ohio,Ottawa,61.9,36.9
Ohio,Paulding,77.5,21.4
Ohio,Perry,76.8,22.5
Ohio,Pickaway,73.6,25.2
Ohio,Pike,76.5,22.8
Ohio,Portage,57.4,41.7
Ohio,Preble,79,20
Ohio,Putnam,83.7,15.1
Ohio,Richland,70.8,28.4
Ohio,Ross,69.1,29.8
Ohio,Sandusky,64.8,34.1
Ohio,Scioto,73.5,25.9
Ohio,Seneca,68.1,30.7
Ohio,Shelby,81.9,17.2
Ohio,Stark,60.5,38.6
Ohio,Summit,45.9,52.8
Ohio,Trumbull,57.9,41.1
Ohio,Tuscarawas,71.1,27.9
Ohio,Union,64.1,34.6
Ohio,Van Wert,78.7,20.3
Ohio,Vinton,78.8,20.3
Ohio,Warren,65,33.6
Ohio,Washington,71.4,27.7
Ohio,Wayne,69.2,29.9
Ohio,Williams,73.7,25.4
Ohio,Wood,54.6,44.4
Ohio,Wyandot,75,23.9
Oklahoma,Adair,80.8,17.8
Oklahoma,Alfalfa,87.5,10.9
Oklahoma,Atoka,85.3,13.8
Oklahoma,Beaver,91.2,7.4
Oklahoma,Beckham,84.3,14.2
Oklahoma,Blaine,80.7,17.7
Oklahoma,Bryan,78.6,20
Oklahoma,Caddo,72.5,25.4
Oklahoma,Canadian,69.2,28.8
Oklahoma,Carter,76.7,21.9
Oklahoma,Cherokee,65.3,32.7
Oklahoma,Choctaw,82.2,16.7
Oklahoma,Cimarron,92,7.1
Oklahoma,Cleveland,56.4,41.4
Oklahoma,Coal,84.9,13.6
Oklahoma,Comanche,60.7,37.4
Oklahoma,Cotton,82.5,15.6
Oklahoma,Craig,78.3,20
Oklahoma,Creek,77,21.2
Oklahoma,Custer,75.7,22.4
Oklahoma,Delaware,79.6,19.2
Oklahoma,Dewey,89.6,9.4
Oklahoma,Ellis,87.5,10.9
Oklahoma,Garfield,76,22.2
Oklahoma,Garvin,82.5,16.4
Oklahoma,Grady,80.6,17.9
Oklahoma,Grant,84.4,13.9
Oklahoma,Greer,82.3,16.6
Oklahoma,Harmon,80.4,18.7
Oklahoma,Harper,88.5,10.1
Oklahoma,Haskell,84.2,14.5
Oklahoma,Hughes,80.4,17.8
Oklahoma,Jackson,78.2,19.9
Oklahoma,Jefferson,85.1,13.4
Oklahoma,Johnston,81.8,16.2
Oklahoma,Kay,73.8,24.5
Oklahoma,Kingfisher,85.1,13.7
Oklahoma,Kiowa,78.4,20.1
Oklahoma,Latimer,82.3,16.7
Oklahoma,LeFlore,81.8,17
Oklahoma,Lincoln,80.8,17.5
Oklahoma,Logan,73.5,24.4
Oklahoma,Love,82.4,16.2
Oklahoma,Major,88.8,9.4
Oklahoma,Marshall,81.2,17.7
Oklahoma,Mayes,77.8,20.3
Oklahoma,McClain,79.5,18.8
Oklahoma,McCurtain,83.9,15
Oklahoma,McIntosh,75.7,23
Oklahoma,Murray,79.7,18.4
Oklahoma,Muskogee,67.9,30.4
Oklahoma,Noble,77.7,20.4
Oklahoma,Nowata,82.7,15.8
Oklahoma,Okfuskee,77.2,21.4
Oklahoma,Oklahoma County,49.7,48
Oklahoma,Okmulgee,70.4,27.7
Oklahoma,Osage,69.8,28.4
Oklahoma,Ottawa,76,22.5
Oklahoma,Pawnee,78.6,19.7
Oklahoma,Payne,61.3,36.1
Oklahoma,Pittsburg,78.8,19.8
Oklahoma,Pontotoc,72.3,25.7
Oklahoma,Pottawatomie,72.7,25.3
Oklahoma,Pushmataha,85.6,13.1
Oklahoma,Roger Mills,89.3,9.2
Oklahoma,Rogers,76.6,21.6
Oklahoma,Seminole,74,24.3
Oklahoma,Sequoyah,80.2,18.7
Oklahoma,Stephens,81.1,17.4
Oklahoma,Texas,83,15.2
Oklahoma,Tillman,79.2,19.7
Oklahoma,Tulsa,56.5,41.3
Oklahoma,Wagoner,74,24.2
Oklahoma,Washington,72.7,25
Oklahoma,Washita,86.6,11.8
Oklahoma,Woods,81.2,16.9
Oklahoma,Woodward,85.2,13.2
Oregon,Baker,72.8,24.2
Oregon,Benton,28.2,67.5
Oregon,Clackamas,43.2,53
Oregon,Clatsop,42.6,53.8
Oregon,Columbia,55,41.2
Oregon,Coos,58.3,38.4
Oregon,Crook,73.7,23.5
Oregon,Curry,56.3,40.4
Oregon,Deschutes,43.1,53.5
Oregon,Douglas,67.2,29.8
Oregon,Gilliam,71,25.7
Oregon,Grant,78.3,18.3
Oregon,Harney,77.7,18.7
Oregon,Hood River,30.3,65.8
Oregon,Jackson,51.6,45.2
Oregon,Jefferson,63.4,33.5
Oregon,Josephine,62.7,34.1
Oregon,Klamath,69.5,27.8
Oregon,Lake,81.3,16.2
Oregon,Lane,36.6,59.6
Oregon,Lincoln,39.1,57.4
Oregon,Linn,60.3,36
Oregon,Malheur,70.4,26.3
Oregon,Marion,49.2,47.2
Oregon,Morrow,72,24
Oregon,Multnomah,17.1,78.7
Oregon,Polk,49.9,46.3
Oregon,Sherman,76.5,20
Oregon,Tillamook,49,47.7
Oregon,Umatilla,67.2,29.6
Oregon,Union,68.2,28.2
Oregon,Wallowa,65.9,30.8
Oregon,Wasco,51.1,45.3
Oregon,Washington,31.1,64.8
Oregon,Wheeler,71.2,24.2
Oregon,Yamhill,51.1,45
Pennsylvania,Adams,66.1,32.6
Pennsylvania,Allegheny,39.4,59.7
Pennsylvania,Armstrong,76.2,23
Pennsylvania,Beaver,59.9,39.2
Pennsylvania,Bedford,84,15.4
Pennsylvania,Berks,55.6,43.4
Pennsylvania,Blair,71.4,27.9
Pennsylvania,Bradford,73.5,25.6
Pennsylvania,Bucks,49.5,49.5
Pennsylvania,Butler,65.7,33.5
Pennsylvania,Cambria,69.5,29.8
Pennsylvania,Cameron,74.5,24.2
Pennsylvania,Carbon,67,32.2
Pennsylvania,Centre,47.8,50.7
Pennsylvania,Chester,42.3,56.7
Pennsylvania,Clarion,76.2,23.1
Pennsylvania,Clearfield,75.4,23.9
Pennsylvania,Clinton,70,29.1
Pennsylvania,Columbia,65.1,34
Pennsylvania,Crawford,69.2,30
Pennsylvania,Cumberland,54.1,44.6
Pennsylvania,Dauphin,46.5,52.4
Pennsylvania,Delaware,37.6,61.3
Pennsylvania,Elk,72.9,26
Pennsylvania,Erie,50.1,49
Pennsylvania,Fayette,68.7,30.8
Pennsylvania,Forest,71.5,27.2
Pennsylvania,Franklin,71.1,28.1
Pennsylvania,Fulton,86.1,13.5
Pennsylvania,Greene,71.5,26.6
Pennsylvania,Huntingdon,76.1,23.2
Pennsylvania,Indiana,69.2,30.1
Pennsylvania,Jefferson,78.8,20.4
Pennsylvania,Juniata,80.3,18.9
Pennsylvania,Lackawanna,48.3,51
Pennsylvania,Lancaster,57.5,41.5
Pennsylvania,Lawrence,66.4,32.6
Pennsylvania,Lebanon,65.5,33.6
Pennsylvania,Lehigh,48.1,50.7
Pennsylvania,Luzerne,59.2,40
Pennsylvania,Lycoming,70.3,28.8
Pennsylvania,McKean,73.2,26
Pennsylvania,Mercer,64.6,34.5
Pennsylvania,Mifflin,77.9,21.5
Pennsylvania,Monroe,49.9,49.1
Pennsylvania,Montgomery,38.1,60.9
Pennsylvania,Montour,60,39
Pennsylvania,Northampton,50.4,48.6
Pennsylvania,Northumberland,69.5,29.6
Pennsylvania,Perry,74.1,24.8
Pennsylvania,Philadelphia,20,78.8
Pennsylvania,Pike,61.6,37.6
Pennsylvania,Potter,80.7,18.4
Pennsylvania,Schuylkill,70.6,28.5
Pennsylvania,Snyder,73.2,26.1
Pennsylvania,Somerset,78.3,21
Pennsylvania,Sullivan,73.1,26.2
Pennsylvania,Susquehanna,71.9,27.2
Pennsylvania,Tioga,75.4,23.6
Pennsylvania,Union,61.2,37.8
Pennsylvania,Venango,70.6,28.5
Pennsylvania,Warren,69.2,30
Pennsylvania,Washington,62.4,36.9
Pennsylvania,Wayne,68.2,31.1
Pennsylvania,Westmoreland,63.8,35.4
Pennsylvania,Wyoming,67.9,31.1
Pennsylvania,York,62.1,36.9
Rhode-Island,Barrington,27,69.7
Rhode-Island,Bristol,40.6,56.7
Rhode-Island,Burrillville,61.6,36.2
Rhode-Island,Central Falls,34.3,63.4
Rhode-Island,Charlestown,43.9,53.5
Rhode-Island,Coventry,55.2,42.4
Rhode-Island,Cranston,45.7,51.9
Rhode-Island,Cumberland,45.2,52.1
Rhode-Island,East Greenwich,37.5,59.5
Rhode-Island,East Providence,37.7,59.8
Rhode-Island,Exeter,50.9,45.9
Rhode-Island,Foster,59.7,37.8
Rhode-Island,Glocester,59.3,38.7
Rhode-Island,Hopkinton,52.3,45.3
Rhode-Island,Jamestown,29.7,67.3
Rhode-Island,Johnston,58.6,39.5
Rhode-Island,Lincoln,47.6,49.7
Rhode-Island,Little Compton,38,59.3
Rhode-Island,Middletown,35.3,61.9
Rhode-Island,Narragansett,42,55.5
Rhode-Island,New Shoreham,20.4,76.2
Rhode-Island,Newport,27.4,69.9
Rhode-Island,North Kingstown,38.4,58.4
Rhode-Island,North Providence,45.6,52.3
Rhode-Island,North Smithfield,51.2,46.4
Rhode-Island,Pawtucket,32.5,64.6
Rhode-Island,Portsmouth,37.6,59.3
Rhode-Island,Providence,23,73.6
Rhode-Island,Richmond,50.2,46.9
Rhode-Island,Scituate,59.6,38
Rhode-Island,Smithfield,52.9,44.7
Rhode-Island,South Kingstown,32.3,64.4
Rhode-Island,Tiverton,46,51.5
Rhode-Island,Warren,40.3,56.9
Rhode-Island,Warwick,44.8,52.6
Rhode-Island,West Greenwich,59.1,38.6
Rhode-Island,West Warwick,49.9,47.9
Rhode-Island,Westerly,44.9,52.7
Rhode-Island,Woonsocket,49.7,48.1
South-Carolina,Abbeville,70.6,28.2
South-Carolina,Aiken,62.3,36.4
South-Carolina,Allendale,26.9,71.6
South-Carolina,Anderson,73.1,25.7
South-Carolina,Bamberg,41.7,57
South-Carolina,Barnwell,57.2,41.6
South-Carolina,Beaufort,56.6,42.1
South-Carolina,Berkeley,57.4,41.1
South-Carolina,Calhoun,56.5,42.2
South-Carolina,Charleston,46.3,51.9
South-Carolina,Cherokee,75.3,23.9
South-Carolina,Chester,58,40.8
South-Carolina,Chesterfield,63.5,35.5
South-Carolina,Clarendon,55.5,43.3
South-Carolina,Colleton,58.5,40.4
South-Carolina,Darlington,56.1,42.8
South-Carolina,Dillon,55,44.2
South-Carolina,Dorchester,56.4,41.8
South-Carolina,Edgefield,65.3,33.5
South-Carolina,Fairfield,42.7,56
South-Carolina,Florence,53.3,45.3
South-Carolina,Georgetown,59.1,39.6
South-Carolina,Greenville,60.2,38
South-Carolina,Greenwood,63.8,34.9
South-Carolina,Hampton,46.2,52.6
South-Carolina,Horry,68.8,30.3
South-Carolina,Jasper,54.3,44.7
South-Carolina,Kershaw,63.5,35.3
South-Carolina,Lancaster,61.8,37
South-Carolina,Laurens,69.9,29
South-Carolina,Lee,38.1,55.8
South-Carolina,Lexington,66,32.5
South-Carolina,Marion,44.1,54.6
South-Carolina,Marlboro,48.2,50.6
South-Carolina,McCormick,57.9,40.8
South-Carolina,Newberry,66.6,32.2
South-Carolina,Oconee,75.2,23.6
South-Carolina,Orangeburg,37.2,61.8
South-Carolina,Pickens,75.6,23
South-Carolina,Richland,31.8,66.4
South-Carolina,Saluda,71.6,27.2
South-Carolina,Spartanburg,66.2,32.6
South-Carolina,Sumter,47,51.9
South-Carolina,Union,65.9,33.2
South-Carolina,Williamsburg,38.5,60.3
South-Carolina,York,58.8,39.7
South-Dakota,Aurora,75.8,21.7
South-Dakota,Beadle,68.8,28.8
South-Dakota,Bennett,62.1,35.8
South-Dakota,Bon Homme,74.7,23.3
South-Dakota,Brookings,57.4,40
South-Dakota,Brown,62.5,35.6
South-Dakota,Brule,69.9,27.5
South-Dakota,Buffalo,35.2,62.4
South-Dakota,Butte,79.2,18.5
South-Dakota,Campbell,84.4,14.4
South-Dakota,Charles Mix,70.6,27.7
South-Dakota,Clark,75,22.5
South-Dakota,Clay,45.5,52
South-Dakota,Codington,69.2,28.4
South-Dakota,Corson,55.2,43.3
South-Dakota,Custer,71.9,26.1
South-Dakota,Davison,67.6,29.9
South-Dakota,Day,64,34.1
South-Dakota,Deuel,74.7,23
South-Dakota,Dewey,42.4,55.2
South-Dakota,Douglas,85.6,13.2
South-Dakota,Edmunds,79.7,18.9
South-Dakota,Fall River,73.4,24.1
South-Dakota,Faulk,81.4,16.2
South-Dakota,Grant,71.5,26.1
South-Dakota,Gregory,79,18.8
South-Dakota,Haakon,89.2,9.3
South-Dakota,Hamlin,79.4,18.9
South-Dakota,Hand,78,20.7
South-Dakota,Hanson,78.7,19.5
South-Dakota,Harding,92,5.9
South-Dakota,Hughes,63.8,33.6
South-Dakota,Hutchinson,78.1,20.2
South-Dakota,Hyde,76.3,21.3
South-Dakota,Jackson,66.7,31.6
South-Dakota,Jerauld,70.9,27.6
South-Dakota,Jones,86.7,10.9
South-Dakota,Kingsbury,71,27.1
South-Dakota,Lake,64.7,33.5
South-Dakota,Lawrence,64.3,32.9
South-Dakota,Lincoln,62.2,35.7
South-Dakota,Lyman,68.6,29.2
South-Dakota,Marshall,61.1,37.1
South-Dakota,McCook,73.5,24.2
South-Dakota,McPherson,83.7,14.5
South-Dakota,Meade,74.2,23.3
South-Dakota,Mellette,58.6,38.5
South-Dakota,Miner,72.1,25.1
South-Dakota,Minnehaha,55.2,42.5
South-Dakota,Moody,64.8,33
South-Dakota,Oglala Lakota,13.3,83.8
South-Dakota,Pennington,61.9,35.4
South-Dakota,Perkins,84.3,14.3
South-Dakota,Potter,81.6,16.5
South-Dakota,Roberts,60.6,37.6
South-Dakota,Sanborn,76.7,21.4
South-Dakota,Spink,68.3,29.3
South-Dakota,Stanley,72.6,25.8
South-Dakota,Sully,79.5,18.6
South-Dakota,Todd,23.4,73.8
South-Dakota,Tripp,81,17.7
South-Dakota,Turner,74.3,23
South-Dakota,Union,69.4,28.7
South-Dakota,Walworth,78.7,19.5
South-Dakota,Yankton,61.4,35.8
South-Dakota,Ziebach,49.7,46.9
Tennessee,Anderson,67.2,31.5
Tennessee,Bedford,78.5,20.5
Tennessee,Benton,81.1,18.1
Tennessee,Bledsoe,84.9,14.4
Tennessee,Blount,73.2,25.5
Tennessee,Bradley,78.9,20
Tennessee,Campbell,84.5,14.8
Tennessee,Cannon,82.6,16.5
Tennessee,Carroll,80.3,18.8
Tennessee,Carter,81.1,17.9
Tennessee,Cheatham,72.3,26.3
Tennessee,Chester,81.9,17
Tennessee,Claiborne,84.7,14.6
Tennessee,Clay,82.9,16.4
Tennessee,Cocke,83.6,15.4
Tennessee,Coffee,76.9,21.8
Tennessee,Crockett,78.9,20.2
Tennessee,Cumberland,78.9,20.1
Tennessee,Davidson,35,62.3
Tennessee,Decatur,84.1,15
Tennessee,DeKalb,80.9,18.2
Tennessee,Dickson,75.2,23.4
